epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,705.407,0.82134,0.75756,0.84296,0.91819,0.89871,0.95447,0.70662,0.80445,0.56168,0.83571,0.00013647,0.00013647,0.00013647
26,732.133,0.81744,0.73522,0.83875,0.90806,0.89623,0.95483,0.7153,0.78521,0.54791,0.83234,0.000134697,0.000134697,0.000134697
27,758.911,0.81096,0.73328,0.83885,0.90329,0.9106,0.95599,0.71025,0.79684,0.55254,0.83597,0.000132925,0.000132925,0.000132925
28,787.025,0.81566,0.72614,0.84404,0.90849,0.92609,0.95992,0.71797,0.7942,0.52558,0.8349,0.000131153,0.000131153,0.000131153
29,815.844,0.80184,0.71078,0.83917,0.9142,0.89108,0.95484,0.71842,0.7784,0.52267,0.83086,0.000129381,0.000129381,0.000129381
30,844.864,0.80591,0.70238,0.83838,0.91371,0.92086,0.96208,0.71792,0.79598,0.52059,0.83555,0.000127609,0.000127609,0.000127609
31,873.939,0.80266,0.68304,0.8421,0.93475,0.89719,0.96216,0.72522,0.78852,0.51963,0.83671,0.000125837,0.000125837,0.000125837
32,901.751,0.78559,0.66498,0.83385,0.87124,0.95164,0.96249,0.71889,0.79394,0.5065,0.83377,0.000124065,0.000124065,0.000124065
33,931.547,0.78941,0.66329,0.83634,0.9159,0.92883,0.96591,0.73078,0.78697,0.5114,0.83341,0.000122293,0.000122293,0.000122293
34,961.834,0.78657,0.65648,0.83621,0.90522,0.94356,0.96578,0.72563,0.79714,0.51334,0.83372,0.000120521,0.000120521,0.000120521
35,990.062,0.78093,0.64049,0.83783,0.89898,0.94713,0.96499,0.72558,0.77577,0.50668,0.83328,0.000118749,0.000118749,0.000118749
36,1017.93,0.78618,0.6409,0.83625,0.93472,0.927,0.9638,0.72126,0.78973,0.51647,0.83278,0.000116976,0.000116976,0.000116976
37,1045.77,0.77997,0.62289,0.83341,0.95224,0.91005,0.96984,0.72928,0.77077,0.49886,0.83163,0.000115204,0.000115204,0.000115204
38,1073.67,0.77495,0.62651,0.83669,0.92385,0.93598,0.96935,0.72541,0.76753,0.49753,0.8286,0.000113432,0.000113432,0.000113432
39,1101.33,0.77656,0.61377,0.83151,0.93277,0.92057,0.97117,0.72743,0.77578,0.49768,0.83083,0.00011166,0.00011166,0.00011166
40,1129.04,0.77564,0.61734,0.83245,0.93129,0.92809,0.96938,0.73058,0.7668,0.49511,0.82891,0.000109888,0.000109888,0.000109888
41,1157.08,0.77398,0.60747,0.83559,0.93263,0.91936,0.97044,0.72709,0.77004,0.49639,0.83143,0.000108116,0.000108116,0.000108116
42,1183.54,0.76585,0.60106,0.83169,0.93108,0.92509,0.97255,0.73407,0.75552,0.49071,0.82837,0.000106344,0.000106344,0.000106344
43,1210.33,0.76138,0.59434,0.82939,0.92153,0.94259,0.97411,0.73783,0.76269,0.49242,0.82893,0.000104572,0.000104572,0.000104572
44,1236.97,0.77649,0.5949,0.83131,0.9223,0.93285,0.97003,0.73768,0.76352,0.49586,0.83025,0.0001028,0.0001028,0.0001028
45,1263.65,0.76622,0.58511,0.83054,0.93199,0.93968,0.97449,0.73856,0.76373,0.48403,0.82877,0.000101028,0.000101028,0.000101028
46,1290.44,0.75521,0.57131,0.83119,0.93587,0.92991,0.97156,0.74203,0.75438,0.48299,0.82596,9.92555e-05,9.92555e-05,9.92555e-05
47,1317.07,0.74594,0.57727,0.82961,0.93321,0.94222,0.97285,0.74072,0.75436,0.48452,0.82715,9.74834e-05,9.74834e-05,9.74834e-05
48,1343.88,0.74832,0.56361,0.82827,0.93115,0.9362,0.97115,0.74016,0.75147,0.47718,0.82599,9.57113e-05,9.57113e-05,9.57113e-05
49,1370.51,0.76685,0.56154,0.83347,0.93368,0.93321,0.97303,0.74249,0.74926,0.46802,0.82549,9.39392e-05,9.39392e-05,9.39392e-05
50,1397.72,0.74651,0.55779,0.82798,0.93204,0.94452,0.97346,0.74551,0.74793,0.46256,0.82481,9.21671e-05,9.21671e-05,9.21671e-05
51,1425.38,0.75164,0.55465,0.83175,0.925,0.9461,0.97592,0.74416,0.75896,0.47203,0.82802,9.0395e-05,9.0395e-05,9.0395e-05
52,1453.71,0.73897,0.54356,0.8307,0.93253,0.94809,0.97455,0.74178,0.75586,0.47339,0.82762,8.86229e-05,8.86229e-05,8.86229e-05
53,1483.84,0.73875,0.54538,0.82948,0.93181,0.93857,0.97157,0.74031,0.75655,0.46723,0.82838,8.68508e-05,8.68508e-05,8.68508e-05
54,1512.64,0.74235,0.54033,0.8284,0.93859,0.93713,0.97385,0.742,0.74959,0.46007,0.82635,8.50787e-05,8.50787e-05,8.50787e-05
55,1540.36,0.74456,0.53419,0.82824,0.9447,0.9418,0.97748,0.74566,0.75226,0.4613,0.82672,8.33066e-05,8.33066e-05,8.33066e-05
56,1567.84,0.74374,0.53944,0.82907,0.93712,0.94267,0.97635,0.74472,0.75442,0.45767,0.82776,8.15345e-05,8.15345e-05,8.15345e-05
57,1595.43,0.73268,0.52788,0.82853,0.91873,0.95201,0.97418,0.74366,0.7485,0.4677,0.82552,7.97624e-05,7.97624e-05,7.97624e-05
58,1623.08,0.72971,0.5221,0.83006,0.93552,0.9407,0.97351,0.73948,0.74376,0.45812,0.82724,7.79903e-05,7.79903e-05,7.79903e-05
59,1652.8,0.73242,0.51863,0.82565,0.93287,0.94587,0.97227,0.74443,0.74495,0.45288,0.82654,7.62182e-05,7.62182e-05,7.62182e-05
60,1681.84,0.73177,0.52244,0.82503,0.93168,0.9492,0.97297,0.74165,0.74697,0.45114,0.82633,7.44461e-05,7.44461e-05,7.44461e-05
61,1709.63,0.73243,0.52095,0.82395,0.93078,0.94675,0.97118,0.74617,0.74396,0.44497,0.82449,7.2674e-05,7.2674e-05,7.2674e-05
62,1737.82,0.71591,0.50787,0.8231,0.92296,0.95265,0.9686,0.7464,0.74807,0.45584,0.8267,7.09019e-05,7.09019e-05,7.09019e-05
63,1765.49,0.71412,0.50286,0.82438,0.92137,0.95339,0.96762,0.73806,0.74178,0.44977,0.82432,6.91298e-05,6.91298e-05,6.91298e-05
64,1793.16,0.72911,0.51357,0.82929,0.93627,0.9453,0.97547,0.74859,0.74396,0.4496,0.82473,6.73577e-05,6.73577e-05,6.73577e-05
65,1822.12,0.70905,0.49747,0.82569,0.93568,0.94069,0.9757,0.74857,0.74179,0.44128,0.82466,6.55856e-05,6.55856e-05,6.55856e-05
66,1849.83,0.71541,0.49682,0.824,0.93266,0.94881,0.97432,0.75066,0.74324,0.4403,0.82555,6.38135e-05,6.38135e-05,6.38135e-05
67,1877.56,0.72415,0.50122,0.82454,0.94483,0.93415,0.97452,0.74937,0.73691,0.44604,0.82425,6.20414e-05,6.20414e-05,6.20414e-05
68,1905.12,0.72319,0.49855,0.82764,0.94309,0.93374,0.97245,0.74732,0.73807,0.43996,0.82626,6.02693e-05,6.02693e-05,6.02693e-05
69,1932.85,0.70601,0.49627,0.82517,0.93813,0.9345,0.96916,0.74486,0.73519,0.44046,0.82406,5.84972e-05,5.84972e-05,5.84972e-05
70,1960.45,0.71712,0.49789,0.82392,0.94125,0.93199,0.97211,0.74747,0.74095,0.44408,0.82384,5.67251e-05,5.67251e-05,5.67251e-05
71,1987.98,0.71591,0.49802,0.82408,0.9353,0.93939,0.97613,0.75337,0.7341,0.43899,0.82375,5.4953e-05,5.4953e-05,5.4953e-05
72,2019.03,0.70775,0.48382,0.82111,0.93481,0.94906,0.97432,0.74742,0.73663,0.43443,0.8241,5.31809e-05,5.31809e-05,5.31809e-05
73,2046.87,0.70968,0.4893,0.8246,0.94324,0.9374,0.97541,0.751,0.73617,0.43478,0.82339,5.14088e-05,5.14088e-05,5.14088e-05
74,2075.07,0.71147,0.4872,0.82584,0.94493,0.93687,0.97499,0.74876,0.73486,0.43733,0.82334,4.96367e-05,4.96367e-05,4.96367e-05
75,2103.12,0.70689,0.48406,0.82271,0.936,0.94963,0.97551,0.74847,0.7327,0.43388,0.82453,4.78646e-05,4.78646e-05,4.78646e-05
76,2131.2,0.70122,0.46695,0.81906,0.93486,0.9497,0.97701,0.75333,0.73698,0.43193,0.82446,4.60925e-05,4.60925e-05,4.60925e-05
77,2159.47,0.71885,0.47687,0.823,0.93005,0.95446,0.97837,0.75203,0.73676,0.43208,0.82524,4.43204e-05,4.43204e-05,4.43204e-05
78,2187.43,0.69647,0.46948,0.82099,0.94069,0.9419,0.97783,0.75216,0.73479,0.43457,0.82479,4.25483e-05,4.25483e-05,4.25483e-05
79,2215.99,0.69264,0.47485,0.81669,0.93964,0.94087,0.97862,0.75358,0.7361,0.43002,0.82585,4.07762e-05,4.07762e-05,4.07762e-05
80,2245.6,0.6955,0.47088,0.82109,0.94344,0.94455,0.97848,0.75008,0.73469,0.42699,0.82577,3.90041e-05,3.90041e-05,3.90041e-05
81,2274.63,0.69895,0.47237,0.82023,0.93994,0.94932,0.97857,0.75372,0.73293,0.42878,0.82431,3.7232e-05,3.7232e-05,3.7232e-05
82,2303.35,0.6957,0.46502,0.81971,0.93805,0.94378,0.97748,0.74709,0.7372,0.42765,0.82605,3.54599e-05,3.54599e-05,3.54599e-05
83,2332.34,0.68314,0.46528,0.81961,0.94389,0.94302,0.97476,0.74695,0.73737,0.43061,0.82497,3.36878e-05,3.36878e-05,3.36878e-05
84,2360.95,0.69004,0.46512,0.82016,0.94117,0.94409,0.9766,0.74895,0.73809,0.43029,0.82471,3.19157e-05,3.19157e-05,3.19157e-05
85,2389.6,0.68874,0.4686,0.82285,0.94046,0.94508,0.9773,0.75261,0.73373,0.42639,0.82444,3.01436e-05,3.01436e-05,3.01436e-05
86,2418.32,0.68633,0.45788,0.81784,0.94025,0.942,0.97781,0.74967,0.73593,0.42252,0.82511,2.83715e-05,2.83715e-05,2.83715e-05
87,2447.08,0.68845,0.45757,0.81533,0.932,0.94827,0.97535,0.7518,0.73288,0.42249,0.82459,2.65994e-05,2.65994e-05,2.65994e-05
88,2475.76,0.68297,0.45691,0.81726,0.94526,0.94279,0.97732,0.74987,0.73607,0.42057,0.82523,2.48273e-05,2.48273e-05,2.48273e-05
89,2504.23,0.67862,0.45545,0.81939,0.94137,0.94623,0.97692,0.75262,0.73343,0.41904,0.82489,2.30552e-05,2.30552e-05,2.30552e-05
90,2532.93,0.68059,0.45066,0.81684,0.93597,0.94813,0.97716,0.75432,0.7314,0.41723,0.82413,2.12831e-05,2.12831e-05,2.12831e-05
91,2577.12,0.68748,0.46695,0.8196,0.94342,0.93609,0.97843,0.75195,0.74394,0.43389,0.82482,1.9511e-05,1.9511e-05,1.9511e-05
92,2605.73,0.68052,0.45499,0.81817,0.93515,0.94749,0.9786,0.75422,0.74202,0.42755,0.82419,1.77389e-05,1.77389e-05,1.77389e-05
93,2635.19,0.67734,0.44691,0.81774,0.93931,0.94992,0.98028,0.75576,0.74082,0.42774,0.82454,1.59668e-05,1.59668e-05,1.59668e-05
94,2665.72,0.67506,0.44849,0.81425,0.94255,0.95297,0.98063,0.75019,0.74142,0.4253,0.82547,1.41947e-05,1.41947e-05,1.41947e-05
95,2696.28,0.66435,0.44203,0.81846,0.94299,0.94898,0.98002,0.7528,0.73745,0.42319,0.8249,1.24226e-05,1.24226e-05,1.24226e-05
96,2725.97,0.66043,0.43466,0.81888,0.94224,0.94718,0.98004,0.74896,0.73692,0.42006,0.8243,1.06505e-05,1.06505e-05,1.06505e-05
97,2756.98,0.66147,0.43674,0.81629,0.9488,0.94491,0.98011,0.75084,0.735,0.41866,0.82328,8.8784e-06,8.8784e-06,8.8784e-06
98,2786.95,0.65934,0.43632,0.81409,0.94088,0.95268,0.98005,0.75488,0.73365,0.41784,0.82268,7.1063e-06,7.1063e-06,7.1063e-06
99,2817.87,0.66076,0.43663,0.81437,0.9495,0.94224,0.97971,0.75309,0.73476,0.41762,0.82272,5.3342e-06,5.3342e-06,5.3342e-06
100,2851.5,0.6607,0.43248,0.81291,0.94742,0.94493,0.97987,0.75467,0.73384,0.41711,0.82271,3.5621e-06,3.5621e-06,3.5621e-06
