epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,4814.86,0.68347,0.46532,0.82016,0.94836,0.94268,0.97606,0.74746,0.73358,0.42882,0.82545,3.36878e-05,3.36878e-05,3.36878e-05
84,4874.74,0.69066,0.46337,0.82034,0.95475,0.94378,0.97561,0.74817,0.73608,0.42908,0.82701,3.19157e-05,3.19157e-05,3.19157e-05
85,4937.68,0.68949,0.46802,0.82263,0.94385,0.94435,0.97536,0.74839,0.7323,0.4283,0.82521,3.01436e-05,3.01436e-05,3.01436e-05
86,5005.88,0.68702,0.45601,0.81796,0.94433,0.9443,0.97762,0.7538,0.72712,0.42242,0.8223,2.83715e-05,2.83715e-05,2.83715e-05
87,5071.52,0.68706,0.45679,0.81557,0.94179,0.94808,0.97752,0.75176,0.73021,0.42718,0.82308,2.65994e-05,2.65994e-05,2.65994e-05
88,5136.08,0.68154,0.45435,0.81751,0.93925,0.95018,0.97825,0.74959,0.73194,0.42254,0.82466,2.48273e-05,2.48273e-05,2.48273e-05
89,5193.5,0.67711,0.45389,0.81919,0.95424,0.93535,0.97826,0.75027,0.72902,0.42158,0.82448,2.30552e-05,2.30552e-05,2.30552e-05
90,5248.28,0.68133,0.4517,0.81694,0.95134,0.94512,0.97943,0.75268,0.72677,0.41862,0.82272,2.12831e-05,2.12831e-05,2.12831e-05
91,5323.77,0.68914,0.46677,0.82019,0.93279,0.94521,0.97575,0.74684,0.74196,0.44064,0.82524,1.9511e-05,1.9511e-05,1.9511e-05
92,5377.23,0.67944,0.45454,0.81794,0.94245,0.94331,0.97853,0.74677,0.73804,0.4334,0.82398,1.77389e-05,1.77389e-05,1.77389e-05
93,5430.35,0.67334,0.4481,0.81698,0.94229,0.94061,0.97831,0.749,0.73681,0.42933,0.82413,1.59668e-05,1.59668e-05,1.59668e-05
94,5496.52,0.67818,0.44867,0.81485,0.94266,0.94702,0.97832,0.7479,0.73573,0.42588,0.82331,1.41947e-05,1.41947e-05,1.41947e-05
95,5558.71,0.66403,0.4411,0.81833,0.94497,0.94536,0.97825,0.74944,0.73465,0.42424,0.82302,1.24226e-05,1.24226e-05,1.24226e-05
96,5613.47,0.65931,0.43507,0.81839,0.94979,0.93609,0.97833,0.75065,0.73536,0.4223,0.82337,1.06505e-05,1.06505e-05,1.06505e-05
97,5663.88,0.66036,0.43501,0.81592,0.95774,0.93205,0.97804,0.7495,0.73263,0.42033,0.82223,8.8784e-06,8.8784e-06,8.8784e-06
98,5714.85,0.65879,0.43421,0.81405,0.95398,0.93888,0.97923,0.75082,0.72975,0.41918,0.82216,7.1063e-06,7.1063e-06,7.1063e-06
99,5766.35,0.65976,0.43833,0.8146,0.95249,0.93883,0.97927,0.75226,0.73078,0.41967,0.82203,5.3342e-06,5.3342e-06,5.3342e-06
100,5816.99,0.65775,0.43213,0.81302,0.95414,0.93706,0.97853,0.7496,0.73202,0.41936,0.8223,3.5621e-06,3.5621e-06,3.5621e-06
