epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,704.01,0.8232,0.75519,0.84578,0.91928,0.87995,0.95493,0.7044,0.79307,0.53423,0.83561,0.000134697,0.000134697,0.000134697
27,730.469,0.81916,0.74492,0.84032,0.88758,0.90655,0.95143,0.70158,0.79585,0.5759,0.83915,0.000132925,0.000132925,0.000132925
28,757.002,0.81702,0.73633,0.84062,0.91778,0.89046,0.95685,0.71099,0.79721,0.53801,0.84036,0.000131153,0.000131153,0.000131153
29,783.063,0.82138,0.73707,0.84436,0.85914,0.94522,0.96309,0.71785,0.79654,0.54323,0.83829,0.000129381,0.000129381,0.000129381
30,807.723,0.80836,0.70469,0.83738,0.91226,0.93758,0.96159,0.72334,0.78028,0.52643,0.83297,0.000127609,0.000127609,0.000127609
31,831.908,0.80668,0.6985,0.83907,0.89763,0.91953,0.96141,0.71262,0.78552,0.52848,0.83749,0.000125837,0.000125837,0.000125837
32,856.824,0.80585,0.69343,0.83721,0.9043,0.92485,0.96278,0.71775,0.78299,0.52403,0.83504,0.000124065,0.000124065,0.000124065
33,885.561,0.80612,0.6777,0.8372,0.92667,0.91524,0.96665,0.72854,0.78242,0.51177,0.83447,0.000122293,0.000122293,0.000122293
34,912.46,0.79642,0.6631,0.83701,0.93233,0.92247,0.96443,0.72963,0.76665,0.50898,0.83273,0.000120521,0.000120521,0.000120521
35,940.181,0.80018,0.65662,0.83885,0.92054,0.92466,0.96448,0.72613,0.76882,0.50623,0.83206,0.000118749,0.000118749,0.000118749
36,965.866,0.78367,0.63845,0.83143,0.91581,0.93626,0.96954,0.72471,0.78072,0.49855,0.83419,0.000116976,0.000116976,0.000116976
37,992.689,0.78671,0.63749,0.83534,0.93863,0.92683,0.97086,0.72847,0.76968,0.5007,0.83063,0.000115204,0.000115204,0.000115204
38,1017.3,0.78644,0.63264,0.83419,0.91826,0.93608,0.96762,0.73016,0.76122,0.49602,0.82995,0.000113432,0.000113432,0.000113432
39,1041.52,0.78616,0.62929,0.83606,0.9202,0.92827,0.97003,0.72625,0.7672,0.49593,0.83136,0.00011166,0.00011166,0.00011166
40,1066.03,0.78976,0.62767,0.83672,0.93121,0.92779,0.96919,0.73534,0.75989,0.49036,0.83012,0.000109888,0.000109888,0.000109888
41,1091.38,0.78291,0.61389,0.83456,0.93328,0.92435,0.9698,0.72998,0.76651,0.48565,0.83286,0.000108116,0.000108116,0.000108116
42,1118.02,0.76021,0.59694,0.83168,0.9194,0.94137,0.96958,0.73451,0.75949,0.48504,0.83202,0.000106344,0.000106344,0.000106344
43,1143.87,0.76882,0.59283,0.83639,0.92237,0.92445,0.96776,0.73568,0.75791,0.48333,0.82989,0.000104572,0.000104572,0.000104572
44,1170.68,0.77217,0.58936,0.83157,0.92245,0.94271,0.97234,0.73436,0.76333,0.48252,0.83078,0.0001028,0.0001028,0.0001028
45,1195.47,0.76805,0.58719,0.83254,0.94426,0.93347,0.97489,0.74163,0.75684,0.48454,0.82925,0.000101028,0.000101028,0.000101028
46,1219.68,0.75826,0.57474,0.83073,0.91043,0.9437,0.97358,0.73427,0.75715,0.48487,0.82939,9.92555e-05,9.92555e-05,9.92555e-05
47,1243.64,0.75199,0.57803,0.82934,0.93874,0.93549,0.97466,0.73976,0.75786,0.47607,0.82998,9.74834e-05,9.74834e-05,9.74834e-05
48,1267.61,0.75447,0.56817,0.82988,0.93417,0.93818,0.97362,0.73707,0.74959,0.46714,0.82943,9.57113e-05,9.57113e-05,9.57113e-05
49,1291.74,0.75369,0.56365,0.82808,0.94064,0.92975,0.97172,0.73843,0.75083,0.46464,0.82648,9.39392e-05,9.39392e-05,9.39392e-05
50,1315.76,0.75485,0.55818,0.82871,0.94227,0.93667,0.97527,0.73887,0.74839,0.46886,0.82817,9.21671e-05,9.21671e-05,9.21671e-05
51,1339.67,0.74106,0.5525,0.82779,0.92221,0.9442,0.97173,0.74158,0.74697,0.46391,0.83018,9.0395e-05,9.0395e-05,9.0395e-05
52,1363.9,0.74965,0.55583,0.82921,0.93132,0.93633,0.97343,0.74224,0.7497,0.45931,0.82874,8.86229e-05,8.86229e-05,8.86229e-05
53,1387.88,0.75169,0.55024,0.82552,0.93333,0.94215,0.97124,0.74384,0.74672,0.46014,0.82845,8.68508e-05,8.68508e-05,8.68508e-05
54,1411.85,0.75448,0.55273,0.83079,0.94398,0.92865,0.97366,0.73802,0.74893,0.46499,0.82768,8.50787e-05,8.50787e-05,8.50787e-05
55,1436.17,0.74204,0.54088,0.82762,0.92868,0.94912,0.97379,0.74375,0.74393,0.45601,0.82794,8.33066e-05,8.33066e-05,8.33066e-05
56,1460.35,0.74391,0.53548,0.82828,0.93256,0.9424,0.97657,0.74638,0.7438,0.45559,0.82767,8.15345e-05,8.15345e-05,8.15345e-05
57,1484.95,0.73956,0.53003,0.82422,0.93765,0.94778,0.97626,0.7383,0.75447,0.45431,0.82899,7.97624e-05,7.97624e-05,7.97624e-05
58,1509.15,0.73933,0.53018,0.82717,0.94345,0.94355,0.97443,0.74034,0.74742,0.45039,0.82946,7.79903e-05,7.79903e-05,7.79903e-05
59,1533.33,0.733,0.52737,0.82632,0.92506,0.93922,0.97585,0.7453,0.74556,0.44874,0.82989,7.62182e-05,7.62182e-05,7.62182e-05
60,1557.76,0.74062,0.526,0.82845,0.94196,0.93198,0.97496,0.74448,0.74326,0.44984,0.83032,7.44461e-05,7.44461e-05,7.44461e-05
61,1582.03,0.73653,0.51955,0.82456,0.93057,0.94067,0.97489,0.74664,0.74114,0.44616,0.82935,7.2674e-05,7.2674e-05,7.2674e-05
62,1606.32,0.73851,0.51914,0.82652,0.92934,0.9408,0.97592,0.74828,0.74437,0.44802,0.82881,7.09019e-05,7.09019e-05,7.09019e-05
63,1631.1,0.73514,0.51834,0.82537,0.93555,0.94651,0.97542,0.74893,0.74559,0.44702,0.82739,6.91298e-05,6.91298e-05,6.91298e-05
64,1658.02,0.719,0.50523,0.82414,0.93488,0.94307,0.9751,0.74384,0.74452,0.44186,0.82723,6.73577e-05,6.73577e-05,6.73577e-05
65,1683.87,0.73062,0.50739,0.82919,0.92157,0.9508,0.97598,0.74722,0.73909,0.44237,0.82848,6.55856e-05,6.55856e-05,6.55856e-05
66,1709.48,0.72299,0.50782,0.82559,0.92655,0.94982,0.9736,0.74841,0.73439,0.4397,0.82542,6.38135e-05,6.38135e-05,6.38135e-05
67,1734.95,0.72188,0.51459,0.82642,0.92268,0.95126,0.97655,0.7402,0.73904,0.44325,0.8284,6.20414e-05,6.20414e-05,6.20414e-05
68,1760.81,0.71522,0.49959,0.82646,0.931,0.95171,0.97803,0.75265,0.73289,0.43262,0.82653,6.02693e-05,6.02693e-05,6.02693e-05
69,1786.36,0.72113,0.49848,0.82288,0.93661,0.94302,0.97657,0.74884,0.73767,0.43272,0.82694,5.84972e-05,5.84972e-05,5.84972e-05
70,1812.15,0.71509,0.49479,0.82683,0.93766,0.93609,0.97799,0.75288,0.73411,0.43157,0.82751,5.67251e-05,5.67251e-05,5.67251e-05
71,1837.63,0.71545,0.49089,0.82217,0.93458,0.93968,0.9775,0.75253,0.73272,0.43206,0.82662,5.4953e-05,5.4953e-05,5.4953e-05
72,1863.23,0.70477,0.48899,0.82299,0.94014,0.9354,0.97655,0.74622,0.74797,0.42935,0.82976,5.31809e-05,5.31809e-05,5.31809e-05
73,1889.15,0.70648,0.49166,0.82,0.93349,0.9554,0.97833,0.75672,0.73528,0.42959,0.82618,5.14088e-05,5.14088e-05,5.14088e-05
74,1914.93,0.70219,0.48334,0.82143,0.9391,0.94153,0.97619,0.7499,0.73275,0.42777,0.82648,4.96367e-05,4.96367e-05,4.96367e-05
75,1941.12,0.71041,0.49214,0.82256,0.93495,0.94471,0.97593,0.75145,0.7364,0.42959,0.82749,4.78646e-05,4.78646e-05,4.78646e-05
76,1967.49,0.71179,0.49166,0.82198,0.93341,0.94004,0.97761,0.75406,0.73336,0.43568,0.82679,4.60925e-05,4.60925e-05,4.60925e-05
77,1993.65,0.70542,0.47897,0.82048,0.94095,0.94218,0.97831,0.75081,0.74003,0.43117,0.82911,4.43204e-05,4.43204e-05,4.43204e-05
78,2019.47,0.70212,0.48072,0.82001,0.93115,0.95014,0.97759,0.75339,0.72923,0.42553,0.82581,4.25483e-05,4.25483e-05,4.25483e-05
79,2045.02,0.69388,0.47423,0.81854,0.93981,0.94675,0.97861,0.75638,0.73062,0.42147,0.82556,4.07762e-05,4.07762e-05,4.07762e-05
80,2070.74,0.70003,0.47205,0.81999,0.91901,0.9606,0.9781,0.75302,0.73331,0.42154,0.82737,3.90041e-05,3.90041e-05,3.90041e-05
81,2096.54,0.6937,0.46689,0.81795,0.93585,0.94683,0.97776,0.75448,0.73248,0.42126,0.82594,3.7232e-05,3.7232e-05,3.7232e-05
82,2123.06,0.69324,0.46737,0.82357,0.94646,0.93659,0.9758,0.75352,0.73259,0.42292,0.8271,3.54599e-05,3.54599e-05,3.54599e-05
83,2150.09,0.68922,0.46696,0.82299,0.92958,0.95066,0.97455,0.75379,0.7328,0.41983,0.827,3.36878e-05,3.36878e-05,3.36878e-05
84,2178.53,0.68417,0.46369,0.81922,0.93477,0.94947,0.97716,0.75638,0.73456,0.42017,0.82773,3.19157e-05,3.19157e-05,3.19157e-05
85,2205.4,0.69169,0.46298,0.81889,0.93307,0.95429,0.97649,0.75285,0.73163,0.41689,0.82519,3.01436e-05,3.01436e-05,3.01436e-05
86,2231.18,0.68505,0.46221,0.81857,0.929,0.95525,0.97671,0.75618,0.72645,0.4188,0.82664,2.83715e-05,2.83715e-05,2.83715e-05
87,2256.69,0.69911,0.46616,0.82048,0.94357,0.94268,0.97635,0.75091,0.73344,0.41759,0.82706,2.65994e-05,2.65994e-05,2.65994e-05
88,2282.58,0.67903,0.45647,0.81968,0.93142,0.95276,0.97545,0.75103,0.73331,0.41432,0.82742,2.48273e-05,2.48273e-05,2.48273e-05
89,2308.27,0.6814,0.46071,0.8183,0.93845,0.94725,0.97623,0.75186,0.73191,0.41834,0.82636,2.30552e-05,2.30552e-05,2.30552e-05
90,2334.11,0.68265,0.46019,0.81686,0.93549,0.94092,0.97402,0.75337,0.72934,0.41604,0.8259,2.12831e-05,2.12831e-05,2.12831e-05
91,2366.95,0.69324,0.47565,0.82023,0.94058,0.94136,0.97279,0.74214,0.74364,0.4305,0.82703,1.9511e-05,1.9511e-05,1.9511e-05
92,2392.42,0.67201,0.45271,0.81406,0.9495,0.93816,0.97921,0.75025,0.73814,0.42456,0.82722,1.77389e-05,1.77389e-05,1.77389e-05
93,2417.76,0.67495,0.45364,0.8169,0.94996,0.93625,0.97914,0.74981,0.73646,0.42095,0.82586,1.59668e-05,1.59668e-05,1.59668e-05
94,2443.55,0.66486,0.44513,0.81173,0.94387,0.93824,0.97861,0.75055,0.73388,0.42081,0.8261,1.41947e-05,1.41947e-05,1.41947e-05
95,2469.55,0.67226,0.44577,0.81481,0.94554,0.93459,0.97666,0.74763,0.73545,0.4201,0.82649,1.24226e-05,1.24226e-05,1.24226e-05
96,2495.34,0.66727,0.44371,0.8122,0.9486,0.93918,0.97763,0.7496,0.73299,0.42068,0.82562,1.06505e-05,1.06505e-05,1.06505e-05
97,2521.09,0.65544,0.44254,0.81201,0.94794,0.9358,0.97691,0.74873,0.73353,0.41884,0.82583,8.8784e-06,8.8784e-06,8.8784e-06
98,2547.08,0.65943,0.44037,0.81575,0.94701,0.94027,0.97837,0.75196,0.73294,0.41606,0.82569,7.1063e-06,7.1063e-06,7.1063e-06
99,2572.78,0.65827,0.43632,0.8104,0.95011,0.94077,0.97875,0.75019,0.73304,0.41665,0.82597,5.3342e-06,5.3342e-06,5.3342e-06
100,2598.75,0.66477,0.43774,0.81537,0.94631,0.94239,0.97874,0.75059,0.73354,0.41593,0.82572,3.5621e-06,3.5621e-06,3.5621e-06
